Spell,Publisher,Source,Concentration,Ritual,Rare Spell Count,Spell Level,Artificer,Bard,Cleric,Druid,Elementalist,Herald,Sorcerer,Warlock,Wielder,Witch,Wizard,Classical School,acid,affliction,air,arcane,architecture,attack,beasts,chaos,cold,communication,compulsion,control,displacement,divine,earth,enhancement,evil,fear,fire,force,good,healing,knowledge,law,lightning,movement,nature,necrotic,negation,object,obscurement,planar,plants,poison,prismatic,protection,psionic,psychic,radiant,scrying,senses,shadow,shapechanging,sound,storm,summoning,technological,telepathy,teleportation,terrain,thunder,time,transformation,travel,unarmed,undead,utility,water,weaponry,weather,Multiclass
Prayer of Healing,EN Publishing,Adventurer's Guide,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,Evocation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Predator's Arsenal,Purple Martin Games,Spells of the Forgotten Vault,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Prestidigitation,EN Publishing,Adventurer's Guide,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,Transmutation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Prismatic Mess,EN Publishing,Gate Pass Gazette #14,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,Evocation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prismatic Spray,EN Publishing,Adventurer's Guide,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1,Evocation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prismatic Wall,EN Publishing,Adventurer's Guide,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,Abjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Private Sanctum,EN Publishing,Adventurer's Guide,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,Abjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Probability Manipulation,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,Divination,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Produce Flame,EN Publishing,Adventurer's Guide,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,Conjuration,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Programmed Illusion,EN Publishing,Adventurer's Guide,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,Illusion,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Project Image,EN Publishing,Adventurer's Guide,1,0,0,7,0,1,0,0,0,0,0,0,0,0,1,Illusion,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protection from Energy,EN Publishing,Adventurer's Guide,1,0,0,2,1,0,1,1,0,0,1,0,0,1,1,Abjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protection from Evil and Good,EN Publishing,Adventurer's Guide,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,Abjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protection from Poison,EN Publishing,Adventurer's Guide,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,Abjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protective Command,Purple Martin Games,"Manual of Adventurous Resources, Vol.3: Light and Dark",1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,Abjuration,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marshal
Protective Striving,Purple Martin Games,"Manual of Adventurous Resources, Vol.4: Battlemages",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Abjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fighter
Psionic Barrier,Steampunkette,Paranormal Power,0,0,0,2,0,1,0,0,0,0,1,1,0,0,1,Conjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychic Vampire,Steampunkette,Paranormal Power,1,0,0,5,0,1,0,0,0,0,1,1,0,0,1,Evocation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puppeteer,Purple Martin Games,Spells of the Forgotten Vault,1,0,0,2,0,0,0,1,0,0,0,1,0,1,1,Enchantment,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puppetmaster,Purple Martin Games,Spells of the Forgotten Vault,1,0,0,7,0,0,0,1,0,0,0,1,0,1,1,Enchantment,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purify Food and Drink,EN Publishing,Adventurer's Guide,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purifying Strike,Purple Martin Games,"Manual of Adventurous Resources, Vol.3: Light and Dark",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Evocation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Push Through,Purple Martin Games,"Manual of Adventurous Resources, Vol.4: Battlemages",1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,Abjuration,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fighter
Quick Guard,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,Abjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quick Study,Purple Martin Games,"Manual of Adventurous Resources, Vol.4: Battlemages",0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,Divination,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ranger
Rage of the Meek,EN Publishing,Adventurer's Guide,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raise Dead,EN Publishing,Adventurer's Guide,0,0,0,5,0,1,1,0,0,1,0,0,0,0,0,Necromancy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raise Hell,EN Publishing,Adventurer's Guide,1,0,0,9,0,0,0,0,0,0,0,1,0,0,1,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ravaging Roots,EN Publishing,Dungeon Delver's Guide,1,0,0,6,0,0,0,1,0,0,1,0,0,0,0,Evocation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ravenous Gullet,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,2,0,1,0,1,0,0,0,1,0,1,0,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ray of Enfeeblement,EN Publishing,Adventurer's Guide,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,Necromancy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray of Frost,EN Publishing,Adventurer's Guide,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,Evocation,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Razor Whirlwind,Josh Gentry,Hymn of the Hinterlands: The Harpy Heritage,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Conjuration,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Reap the Whirlwind,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,6,0,0,0,1,0,0,0,0,0,0,1,Conjuration,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Reckless March,EN Publishing,Adventurer's Guide,1,0,1,2,0,1,1,1,0,1,0,0,0,0,0,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Recursion,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,6,0,0,0,0,0,0,1,0,0,1,1,Conjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Regenerate,EN Publishing,Adventurer's Guide,0,0,0,7,0,1,1,1,0,0,0,0,0,1,0,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reincarnate,EN Publishing,Adventurer's Guide,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Remote Detonation,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,Evocation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Remove Curse,EN Publishing,Adventurer's Guide,0,0,0,3,0,0,1,0,0,1,0,1,0,1,1,Abjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reopen Rift,EN Publishing,Gate Pass Gazette #6,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,Conjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Repel the Spirits,Purple Martin Games,"Manual of Adventurous Resources, Vol.5: Elements",0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,Abjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resilient Sphere,EN Publishing,Adventurer's Guide,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,Evocation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resistance,EN Publishing,Adventurer's Guide,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,Abjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resplendent Refraction,EN Publishing,Gate Pass Gazette #14,1,0,0,#N/A,0,1,0,0,0,0,1,1,0,0,0,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Restorative Hike,Purple Martin Games,Arcane Sniper,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Evocation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ranger
Resurrection,EN Publishing,Adventurer's Guide,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,Necromancy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Return Fire,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,2,0,1,0,1,0,1,0,1,1,0,1,Transmutation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Reverse Engineer,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,Divination,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Reverse Gravity,EN Publishing,Adventurer's Guide,1,0,0,7,0,0,0,0,0,0,1,0,0,0,1,Transmutation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Revivify,EN Publishing,Adventurer's Guide,0,0,0,3,1,0,1,0,0,1,0,0,0,1,0,Necromancy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Righteous Strike,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Evocation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rope Shot,Purple Martin Games,"Manual of Adventurous Resources, Vol.4: Battlemages",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Transmutation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rope Trick,EN Publishing,Adventurer's Guide,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,Transmutation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sacred Flame,EN Publishing,Adventurer's Guide,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Evocation,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacred Holdfast,Purple Martin Games,Spells of the Forgotten Vault,0,1,0,4,0,0,1,0,0,1,0,0,1,1,0,Abjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacred Stone,Purple Martin Games,Spells of the Forgotten Vault,1,0,0,3,0,0,1,1,0,1,0,0,0,0,0,Conjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacrificial Healing,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,3,0,0,1,0,0,1,0,1,0,1,1,Necromancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safe Harbor,Purple Martin Games,Spells of the Forgotten Vault,0,1,0,5,0,0,1,0,0,1,0,0,0,1,0,Abjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sanctuary,EN Publishing,Adventurer's Guide,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Abjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sanguine Orb,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,Evocation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scalding Steam,Purple Martin Games,Spells of the Forgotten Vault,1,0,0,3,1,0,0,1,1,0,1,0,0,0,1,Conjuration,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Scorching Ray,EN Publishing,Adventurer's Guide,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,Evocation,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scrying,EN Publishing,Adventurer's Guide,1,0,0,5,0,1,1,1,0,0,0,1,0,1,1,Divination,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Searing Equation,EN Publishing,Adventurer's Guide,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,Enchantment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secret Chest,EN Publishing,Adventurer's Guide,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,Conjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
See Invisibility,EN Publishing,Adventurer's Guide,0,0,0,2,1,1,0,0,0,0,1,0,0,0,1,Divination,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seed Bomb,EN Publishing,Adventurer's Guide,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,Conjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Seeming,EN Publishing,Adventurer's Guide,0,0,0,5,0,1,0,0,0,0,1,0,0,1,1,Illusion,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sending,EN Publishing,Adventurer's Guide,0,0,0,3,0,1,1,0,0,0,0,0,0,1,1,Evocation,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sending Circle,Josh Gentry,Hymn of the Hinterlands: The Harpy Heritage,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,Evocation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sequester,EN Publishing,Adventurer's Guide,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,Transmutation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Shadow Claw,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Conjuration,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
